ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERDATE,STATUS,PRODUCTLINE,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME
10378,34,42.64,2/10/2005 0:00,Shipped,Classic Cars,S18_1589,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego
10407,59,100,4/22/2005 0:00,On Hold,Classic Cars,S18_1589,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,CA,94217,USA,NA,Frick,Sue
10419,37,100,5/17/2005 0:00,Shipped,Classic Cars,S18_1589,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,,5020,Austria,EMEA,Pipps,Georg
10106,36,100,2/17/2003 0:00,Shipped,Planes,S18_1662,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni
10119,43,100,4/28/2003 0:00,Shipped,Planes,S18_1662,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,,5020,Austria,EMEA,Pipps,Georg
10131,21,100,6/16/2003 0:00,Shipped,Planes,S18_1662,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,CT,97561,USA,NA,Lewis,Dan
10143,32,100,8/10/2003 0:00,Shipped,Planes,S18_1662,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,MA,50553,USA,NA,Tam,Wing C
10155,38,100,10/6/2003 0:00,Shipped,Planes,S18_1662,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,,21240,Finland,EMEA,Karttunen,Matti
10167,43,100,10/23/2003 0:00,Cancelled,Planes,S18_1662,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Br„cke,,S-844 67,Sweden,EMEA,Larsson,Maria
10178,42,100,11/8/2003 0:00,Shipped,Planes,S18_1662,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Toulouse,,31000,France,EMEA,Roulet,Annette
10186,32,100,11/14/2003 0:00,Shipped,Planes,S18_1662,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,London,,WA1 1DP,UK,EMEA,Hardy,Thomas
10198,42,100,11/27/2003 0:00,Shipped,Planes,S18_1662,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold
10210,31,100,1/12/2004 0:00,Shipped,Planes,S18_1662,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory
10222,49,100,2/19/2004 0:00,Shipped,Planes,S18_1662,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,CA,91217,USA,NA,Thompson,Valarie
10250,45,100,5/11/2004 0:00,Shipped,Planes,S18_1662,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,CA,94217,USA,NA,Frick,Sue
10262,49,100,6/24/2004 0:00,Cancelled,Planes,S18_1662,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego
10274,41,100,7/21/2004 0:00,Shipped,Planes,S18_1662,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Brickhaven,MA,58339,USA,NA,Nelson,Allen
10284,45,100,8/21/2004 0:00,Shipped,Planes,S18_1662,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan
10296,36,100,9/15/2004 0:00,Shipped,Planes,S18_1662,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,Munich,,80686,Germany,EMEA,Donnermeyer,Michael
10307,39,100,10/14/2004 0:00,Shipped,Planes,S18_1662,"Classic Gift Ideas, Inc",2155554695,782 First Street,Philadelphia,PA,71270,USA,NA,Cervantes,Francisca
10316,27,100,11/1/2004 0:00,Shipped,Planes,S18_1662,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen
10327,25,100,11/10/2004 0:00,Resolved,Planes,S18_1662,Danish Wholesale Imports,31 12 3555,Vinb‘ltet 34,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte
10338,41,100,11/22/2004 0:00,Shipped,Planes,S18_1662,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,EMEA,Cartrain,Pascale
10351,39,99.52,12/3/2004 0:00,Shipped,Planes,S18_1662,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,London,,WX3 6FW,UK,EMEA,Brown,Ann
10373,28,57.55,1/31/2005 0:00,Shipped,Planes,S18_1662,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko
10386,25,54.57,3/1/2005 0:00,Resolved,Planes,S18_1662,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego
10398,33,100,3/30/2005 0:00,Shipped,Planes,S18_1662,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,,51100,France,EMEA,Henriot,Paul
10400,34,100,4/1/2005 0:00,Shipped,Planes,S18_1662,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,CA,94217,USA,NA,Frick,Sue
10416,24,100,5/10/2005 0:00,Shipped,Planes,S18_1662,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio
10100,30,100,1/6/2003 0:00,Shipped,Vintage Cars,S18_1749,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,NH,62005,USA,NA,Young,Valarie
10110,42,100,3/18/2003 0:00,Shipped,Vintage Cars,S18_1749,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria
10124,21,100,5/21/2003 0:00,Shipped,Vintage Cars,S18_1749,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,NV,83030,USA,NA,King,Sue
10149,34,100,9/12/2003 0:00,Shipped,Vintage Cars,S18_1749,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Brisbane,CA,94217,USA,NA,Taylor,Sue
10162,29,100,10/18/2003 0:00,Shipped,Vintage Cars,S18_1749,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,CA,,USA,NA,Brown,Julie
10173,24,100,11/5/2003 0:00,Shipped,Vintage Cars,S18_1749,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni
10182,44,100,11/12/2003 0:00,Shipped,Vintage Cars,S18_1749,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10193,21,100,11/21/2003 0:00,Shipped,Vintage Cars,S18_1749,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean
10204,33,100,12/2/2003 0:00,Shipped,Vintage Cars,S18_1749,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,NY,10022,USA,NA,Young,Jeff
10214,30,100,1/26/2004 0:00,Shipped,Vintage Cars,S18_1749,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,,28023,Spain,EMEA,Sommer,Mart¡n
10227,26,100,3/2/2004 0:00,Shipped,Vintage Cars,S18_1749,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,,69004,France,EMEA,Saveley,Mary
10241,41,100,4/13/2004 0:00,Shipped,Vintage Cars,S18_1749,Mini Caravy,88.60.1555,"24, place Kl‚ber",Strasbourg,,67000,France,EMEA,Citeaux,Fr‚d‚rique
10280,26,100,8/17/2004 0:00,Shipped,Vintage Cars,S18_1749,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,,10100,Italy,EMEA,Accorti,Paolo
10288,32,100,9/1/2004 0:00,Shipped,Vintage Cars,S18_1749,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,,69045,Singapore,APAC,Victorino,Wendy
10302,43,100,10/6/2003 0:00,Shipped,Vintage Cars,S18_1749,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth
10312,48,100,10/21/2004 0:00,Shipped,Vintage Cars,S18_1749,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10331,44,74.04,11/17/2004 0:00,Shipped,Vintage Cars,S18_1749,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa
10344,45,100,11/25/2004 0:00,Shipped,Vintage Cars,S18_1749,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,,13008,France,EMEA,Lebihan,Laurence
10367,37,100,1/12/2005 0:00,Resolved,Vintage Cars,S18_1749,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,CA,90003,USA,NA,Young,Julie
10379,39,100,2/10/2005 0:00,Shipped,Vintage Cars,S18_1749,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego
10407,76,100,4/22/2005 0:00,On Hold,Vintage Cars,S18_1749,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,CA,94217,USA,NA,Frick,Sue
10420,37,100,5/29/2005 0:00,In Process,Vintage Cars,S18_1749,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian
10108,38,82.39,3/3/2003 0:00,Shipped,Classic Cars,S18_1889,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold
10122,43,72.38,5/8/2003 0:00,Shipped,Classic Cars,S18_1889,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,,13008,France,EMEA,Lebihan,Laurence
10135,48,79.31,7/2/2003 0:00,Shipped,Classic Cars,S18_1889,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10147,26,82.39,9/5/2003 0:00,Shipped,Classic Cars,S18_1889,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Brickhaven,MA,58339,USA,NA,Nelson,Allen
10160,38,88.55,10/11/2003 0:00,Shipped,Classic Cars,S18_1889,"Men 'R' US Retailers, Ltd.",2155554369,6047 Douglas Av.,Los Angeles,CA,,USA,NA,Chandler,Michael
10170,20,63.14,11/4/2003 0:00,Shipped,Classic Cars,S18_1889,Mini Auto Werke,7675-3555,Kirchgasse 6,Graz,,8010,Austria,EMEA,Mendel,Roland
10181,22,73.92,11/12/2003 0:00,Shipped,Classic Cars,S18_1889,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel
10192,45,90.86,11/20/2003 0:00,Shipped,Classic Cars,S18_1889,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,NH,62005,USA,NA,Young,Valarie
10203,45,85.47,12/2/2003 0:00,Shipped,Classic Cars,S18_1889,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego
10212,20,66.99,1/16/2004 0:00,Shipped,Classic Cars,S18_1889,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego
10225,47,64.68,2/22/2004 0:00,Shipped,Classic Cars,S18_1889,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,GenŠve,,1203,Switzerland,EMEA,Holz,Michael
10239,46,73.92,4/12/2004 0:00,Shipped,Classic Cars,S18_1889,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko
10253,23,83.93,6/1/2004 0:00,Cancelled,Classic Cars,S18_1889,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth
10266,33,74.69,7/6/2004 0:00,Shipped,Classic Cars,S18_1889,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio
10278,29,90.86,8/6/2004 0:00,Shipped,Classic Cars,S18_1889,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,NV,83030,USA,NA,King,Sue
10287,44,82.39,8/30/2004 0:00,Shipped,Classic Cars,S18_1889,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,GenŠve,,1203,Switzerland,EMEA,Holz,Michael
10300,41,92.4,10/4/2003 0:00,Shipped,Classic Cars,S18_1889,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,,60528,Germany,EMEA,Keitel,Roland
10310,20,91.63,10/16/2004 0:00,Shipped,Classic Cars,S18_1889,"Toms Spezialit„ten, Ltd",0221-5554327,Mehrheimerstr. 369,K”ln,,50739,Germany,EMEA,Pfalzheim,Henriette
10321,37,78.54,11/4/2004 0:00,Shipped,Classic Cars,S18_1889,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,MA,50553,USA,NA,Benitez,Violeta
10329,29,100,11/15/2004 0:00,Shipped,Classic Cars,S18_1889,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,NY,10022,USA,NA,Yu,Kwai
10342,55,65.45,11/24/2004 0:00,Shipped,Classic Cars,S18_1889,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter
10363,22,100,1/6/2005 0:00,Shipped,Classic Cars,S18_1889,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle
10377,31,67.76,2/9/2005 0:00,Shipped,Classic Cars,S18_1889,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,,21240,Finland,EMEA,Karttunen,Matti
10389,49,79.22,3/3/2005 0:00,Shipped,Classic Cars,S18_1889,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Br„cke,,S-844 67,Sweden,EMEA,Larsson,Maria
10405,61,73.92,4/14/2005 0:00,Shipped,Classic Cars,S18_1889,Mini Caravy,88.60.1555,"24, place Kl‚ber",Strasbourg,,67000,France,EMEA,Citeaux,Fr‚d‚rique
10419,39,83.93,5/17/2005 0:00,Shipped,Classic Cars,S18_1889,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,,5020,Austria,EMEA,Pipps,Georg
10109,38,100,3/10/2003 0:00,Shipped,Classic Cars,S18_1984,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa
10122,31,100,5/8/2003 0:00,Shipped,Classic Cars,S18_1984,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,,13008,France,EMEA,Lebihan,Laurence
10136,36,100,7/4/2003 0:00,Shipped,Classic Cars,S18_1984,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Toulouse,,31000,France,EMEA,Roulet,Annette
10148,25,100,9/11/2003 0:00,Shipped,Classic Cars,S18_1984,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna
10161,48,100,10/17/2003 0:00,Shipped,Classic Cars,S18_1984,Heintze Collectables,86 21 3555,Smagsloget 45,?rhus,,8200,Denmark,EMEA,Ibsen,Palle
10171,35,100,11/5/2003 0:00,Shipped,Classic Cars,S18_1984,Qu‚bec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montr‚al,Qu‚bec,H1J 1C3,Canada,NA,FresniŠre,Jean
10181,21,100,11/12/2003 0:00,Shipped,Classic Cars,S18_1984,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel
10192,47,100,11/20/2003 0:00,Shipped,Classic Cars,S18_1984,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,NH,62005,USA,NA,Young,Valarie
10204,38,100,12/2/2003 0:00,Shipped,Classic Cars,S18_1984,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,NY,10022,USA,NA,Young,Jeff
10212,41,100,1/16/2004 0:00,Shipped,Classic Cars,S18_1984,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego
10226,24,100,2/26/2004 0:00,Shipped,Classic Cars,S18_1984,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,CA,91217,USA,NA,Thompson,Valarie
10240,37,100,4/13/2004 0:00,Shipped,Classic Cars,S18_1984,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory
10253,33,100,6/1/2004 0:00,Cancelled,Classic Cars,S18_1984,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth
10266,49,100,7/6/2004 0:00,Shipped,Classic Cars,S18_1984,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio
10278,29,100,8/6/2004 0:00,Shipped,Classic Cars,S18_1984,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,NV,83030,USA,NA,King,Sue
10287,24,100,8/30/2004 0:00,Shipped,Classic Cars,S18_1984,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,GenŠve,,1203,Switzerland,EMEA,Holz,Michael
10301,47,100,10/5/2003 0:00,Shipped,Classic Cars,S18_1984,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan
10310,24,100,10/16/2004 0:00,Shipped,Classic Cars,S18_1984,"Toms Spezialit„ten, Ltd",0221-5554327,Mehrheimerstr. 369,K”ln,,50739,Germany,EMEA,Pfalzheim,Henriette
10321,25,100,11/4/2004 0:00,Shipped,Classic Cars,S18_1984,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,MA,50553,USA,NA,Benitez,Violeta
10331,30,32.47,11/17/2004 0:00,Shipped,Classic Cars,S18_1984,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa
10342,22,100,11/24/2004 0:00,Shipped,Classic Cars,S18_1984,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter
10356,27,64.69,12/9/2004 0:00,Shipped,Classic Cars,S18_1984,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,,75508,France,EMEA,Da Cunha,Daniel
10366,34,100,1/10/2005 0:00,Shipped,Classic Cars,S18_1984,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,EMEA,Cartrain,Pascale
10377,36,100,2/9/2005 0:00,Shipped,Classic Cars,S18_1984,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,,21240,Finland,EMEA,Karttunen,Matti
10390,34,43.05,3/4/2005 0:00,Shipped,Classic Cars,S18_1984,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10406,48,100,4/15/2005 0:00,Disputed,Classic Cars,S18_1984,Danish Wholesale Imports,31 12 3555,Vinb‘ltet 34,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte
10419,34,100,5/17/2005 0:00,Shipped,Classic Cars,S18_1984,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,,5020,Austria,EMEA,Pipps,Georg
10104,24,100,1/31/2003 0:00,Shipped,Classic Cars,S18_2238,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego
10115,46,100,4/4/2003 0:00,Shipped,Classic Cars,S18_2238,Classic Legends Inc.,2125558493,5905 Pompton St.,NYC,NY,10022,USA,NA,Hernandez,Maria
10127,45,100,6/3/2003 0:00,Shipped,Classic Cars,S18_2238,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,NY,10022,USA,NA,Young,Jeff
10141,39,100,8/1/2003 0:00,Shipped,Classic Cars,S18_2238,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle
10151,43,100,9/21/2003 0:00,Shipped,Classic Cars,S18_2238,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko
10165,29,100,10/22/2003 0:00,Shipped,Classic Cars,S18_2238,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,79903,Singapore,Japan,Natividad,Eric
10176,20,100,11/6/2003 0:00,Shipped,Classic Cars,S18_2238,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio
10184,46,100,11/14/2003 0:00,Shipped,Classic Cars,S18_2238,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",Sevilla,,41101,Spain,EMEA,Roel,Jos‚ Pedro
10195,27,100,11/25/2003 0:00,Shipped,Classic Cars,S18_2238,Mini Classics,9145554562,3758 North Pendale Street,White Plains,NY,24067,USA,NA,Frick,Steve
10207,44,100,12/9/2003 0:00,Shipped,Classic Cars,S18_2238,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,MA,51003,USA,NA,Franco,Valarie
10219,43,100,2/10/2004 0:00,Shipped,Classic Cars,S18_2238,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Brisbane,CA,94217,USA,NA,Taylor,Sue
10230,49,100,3/15/2004 0:00,Shipped,Classic Cars,S18_2238,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,,60528,Germany,EMEA,Keitel,Roland
10246,40,100,5/5/2004 0:00,Shipped,Classic Cars,S18_2238,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego
10259,30,100,6/15/2004 0:00,Shipped,Classic Cars,S18_2238,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,,69045,Singapore,APAC,Victorino,Wendy
10271,50,100,7/20/2004 0:00,Shipped,Classic Cars,S18_2238,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10282,23,100,8/20/2004 0:00,Shipped,Classic Cars,S18_2238,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10292,26,100,9/8/2004 0:00,Shipped,Classic Cars,S18_2238,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,NY,10022,USA,NA,Yu,Kwai
10305,27,100,10/13/2004 0:00,Shipped,Classic Cars,S18_2238,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,MA,51247,USA,NA,Hernandez,Marta
10314,42,100,10/22/2004 0:00,Shipped,Classic Cars,S18_2238,Heintze Collectables,86 21 3555,Smagsloget 45,?rhus,,8200,Denmark,EMEA,Ibsen,Palle
10324,47,100,11/5/2004 0:00,Shipped,Classic Cars,S18_2238,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,NY,10022,USA,NA,Frick,Michael
10336,49,100,11/20/2004 0:00,Shipped,Classic Cars,S18_2238,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,,75012,France,EMEA,Bertrand,Marie
10349,38,100,12/1/2004 0:00,Shipped,Classic Cars,S18_2238,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,NY,10022,USA,NA,Young,Jeff
10358,20,100,12/10/2004 0:00,Shipped,Classic Cars,S18_2238,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego
10371,25,100,1/23/2005 0:00,Shipped,Classic Cars,S18_2238,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10382,25,88,2/17/2005 0:00,Shipped,Classic Cars,S18_2238,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10412,41,100,5/3/2005 0:00,Shipped,Classic Cars,S18_2238,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego
10425,28,100,5/31/2005 0:00,In Process,Classic Cars,S18_2238,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,,44000,France,EMEA,Labrune,Janine
10100,50,67.8,1/6/2003 0:00,Shipped,Vintage Cars,S18_2248,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,NH,62005,USA,NA,Young,Valarie
10110,32,50.25,3/18/2003 0:00,Shipped,Vintage Cars,S18_2248,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria
10124,42,53.88,5/21/2003 0:00,Shipped,Vintage Cars,S18_2248,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,NV,83030,USA,NA,King,Sue
10149,24,62.36,9/12/2003 0:00,Shipped,Vintage Cars,S18_2248,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Brisbane,CA,94217,USA,NA,Taylor,Sue
10162,27,69.62,10/18/2003 0:00,Shipped,Vintage Cars,S18_2248,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,CA,,USA,NA,Brown,Julie
10173,26,57.51,11/5/2003 0:00,Shipped,Vintage Cars,S18_2248,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni
10182,38,61.15,11/12/2003 0:00,Shipped,Vintage Cars,S18_2248,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10193,42,59.33,11/21/2003 0:00,Shipped,Vintage Cars,S18_2248,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean
10204,23,71.44,12/2/2003 0:00,Shipped,Vintage Cars,S18_2248,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,NY,10022,USA,NA,Young,Jeff
10214,21,62.96,1/26/2004 0:00,Shipped,Vintage Cars,S18_2248,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,,28023,Spain,EMEA,Sommer,Mart¡n
10227,28,50.85,3/2/2004 0:00,Shipped,Vintage Cars,S18_2248,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,,69004,France,EMEA,Saveley,Mary
